,content,userName,reviewId,title,appId,score_x,thumbsUpCount,dominant_topic,dominant_topic_meaning,developer,genre,contentRating,containsAds
2805,its a amazing game. My sister is obsessed with this game because it has color s shapes and fun activities and there are no ads. The best game ever,Quratulain Zaidi,207f71ae-b6c4-49df-b3d3-b42800fa1f98,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,144,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
2806,Amazingly simple app for kids without the fear of ADs or unwanted notifications. The app can run in offline mode also. Kudos to the developer team and be assured that I will carry forward your good deed to others 🙂,Jayant Moosad,1934502b-02f5-49a2-a2d3-7e9333993cf3,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,207,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
2808,No ads. Free. My kids love it and have been playing it for years. The color by number has helped my 3 year old learn numbers. Great app!,Tiffani Barney,2cdedf39-460f-42ff-a36c-094500c18be9,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,173,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
2809,This app provides an easy interface to paint with many types of colors. My niece can finish the picture in a short time.,S Chaiyawat,c9be0963-acbd-4eac-b9ba-08e7868797f7,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,180,3,Graphics & Gameplay,RV AppStudios,Educational,Everyone,False
2810,it have to be for all age children otherwise it's a good game for small children,Kami Rajput,95a0de33-53e6-4fcc-b76b-e6d5bab8b344,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,4,259,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
2813,"It's a fun enough app that it keeps my kid occupied during longer drives and appointments I have to take him to. He gets frustrated by the limited options for color pages and that he can't make the color marks smaller, though. He can't write his name or anything even on the drawing option because the marks are so thick even on the smallest option.",Eden D,7d8e16db-398f-4389-a0ef-c3346621e4a8,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,3,116,3,Graphics & Gameplay,RV AppStudios,Educational,Everyone,False
2816,fantastic a free app that means free and my kids can enjoy without paying a monthly fee and they love it thank you DAVE means the world to my kids,Big Steve,6490ab79-2fb3-4896-98a3-c85c2141849e,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,166,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
2817,"My daughter plays this game since she was 2 and she now is 5. She has always been enjoying it and it is great because it doesn't get addictive or over stimulating. Aldo it doesn't have any ads. So, as a parent I am very pleased too :) this is one of the few options she has when the mobile is set to aeroplane mode.",Dorina Dede,78ac04e7-c8d9-4935-bd69-781cf856b791,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,3170,3,Graphics & Gameplay,RV AppStudios,Educational,Everyone,False
2819,"Too many incentives for completing a picture. If this was truly meant for kids, they won't get random rewards for finishing and saving pictures, very addictive strategies.",BloominOnion,332321d7-10ef-49f7-a75d-4b9def370430,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,2,201,3,Graphics & Gameplay,RV AppStudios,Educational,Everyone,False
2824,The game of very nice to play it was very interesting to play also also ads are not coming so you can download this game and play children's can play it was very nice they will show the like this game and I love this game please install in your phone,Karthi Bala,ae4a5048-332c-4341-98f5-b7bd61416742,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,133,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
2835,The stickers and eraser not working after i update and works again after update it 2end time now 3rd update and not working my advice if its works don't update nothing worth the effort,mikall mikall,60fed92f-4613-48ad-bc6b-dfe91113eb9a,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,3,103,2,Issues Concerns,RV AppStudios,Educational,Everyone,False
2836,"So good app for kids . Though I am also a young girl. We can draw , collect stamps , collect stickers and it also allows to draw by our own . It is having water art , glow pen drawing , color fill etc . I loved this app very much and I think you should also download it .it needs less internet for downloading and it is offline for playing . 💕",Aditi Chakraborty,96752707-f3b0-4a49-806c-a789df6193ad,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,403,3,Graphics & Gameplay,RV AppStudios,Educational,Everyone,False
2837,"My toddler has a hard time focusing on anything, but he can play this for an hour straight. Got it for him when he was three, still playing periodically at four. The fact that this game is free, has no ads, has many different colouring styles and colours to use, make this a must for apps for young children. It also has a collectibles side, which is great for gamer parents. I never leave reviews for anything, but felt that it was a must for this one. I would give it more than 5 stars if I could.",Daniel Lorrain,1c8d7395-83d0-4afd-b428-e34b926b9e64,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,4676,3,Graphics & Gameplay,RV AppStudios,Educational,Everyone,False
2838,It was like really good for my granddaughter as she loves coloring. And the gifts were amazing.They were like Stamps and stickers . I loved it ....Thankyou people for seeing this review.,Anil Joshi,bba9e222-bd36-49cc-acd2-a2f1eb1e9fa3,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,135,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
2839,"We had loved this app for a very long time, however, for several months now, nothing shows up. I've checked the settings, uninstalled and reinstalled, tried it all. My kids are so sad that their drawings are gone and they can't make new ones! After the loading screen, Lucas and the title are there, the settings (etc.) ""buttons"" are there, but nothing else in front of the green grass background - everything is gone. I'd love to give a better review if this was resolved, but I'm very disappointed!",AOJ B,dd713d3b-63b0-477d-b2b5-3db2797321c2,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,1,5620,2,Issues Concerns,RV AppStudios,Educational,Everyone,False
2843,I tested the app for my daughter and found some annoyintlg bug. Maybe in the next update you can fix the bug that make me cannot tap on the screen and It has to be tapped few times to to trigger the brush. (Saya sudah coba app ini untuk anak saya dan menemukan suatu bug di dalamnya. Bug itu membuat saya tidak bisa mewarnai secara lancar dan harus beberapa kali menyentuh layar mewarnai (sentuhan layar tidak ter-register)),fyan cules,b70c7bc9-ec7a-4112-8f15-4477fcf1dbf3,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,1182,2,Issues Concerns,RV AppStudios,Educational,Everyone,False
2846,"I love every app, my family appreciates the ad free, and everything about what you guys are doing for our family. Thank you and keep up the amazing work 😊",Rachell Allen,7cdbeb92-d8d3-418f-a396-1bbb2d39accf,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,269,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
2849,"Great app but has anyone got a fix for when using the colouring pages that you just select a colour and it keeps inside the lines it's not applying the colour to the page you have to tap the area about 5 times really fast then move about without lifting. But then when you select a different colour and manage to place in another area it will kind of creat an as the crow flies line to where you've just tried to start to colour, upsetting for child to try to use this, used to work fine for ages.",Nick Brooker,02a9b3b9-b9c3-42c5-af96-ad2aec7b898c,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,2,722,3,Graphics & Gameplay,RV AppStudios,Educational,Everyone,False
2851,Best app for children and it does not provide any and even though it's very easy for children to colour and this app has provided many features to colour in different ways,Sapna Singh,1effdb3f-6bbb-4a44-9098-f99ff1a4acb8,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,319,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
2854,pls do not have this i tried to give 0 Stars but then i canot give any reviews.its glow pen never works it is fully broken i tried to write a letter with that but fail 😭😞😭😞😭 . 🥺 🚫 ▶️ this 🎮 🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺 my reviwe is (minus) infinity ♾️ 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤢🤢🤢🤢🤢🤢🤮🤮😿😿😿😿💩💩💩💩💩💩💩,andrew francisgeorge05,a9a7ad70-8695-4d44-8954-e58630eddf96,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,1,631,2,Issues Concerns,RV AppStudios,Educational,Everyone,False
2858,App coloring number game particularly has bugs. Colors are not following the numers and incorrect colors are automatically getting filled up. Please fix the issue,Soubhik Bhowmick,23a032f2-eae9-4dcc-9e65-9368694bad10,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,2,509,2,Issues Concerns,RV AppStudios,Educational,Everyone,False
2859,My granddaughter loves this app... I like the numbered coloring page. Where she matches the number on the picture to the number on the crayon to complete the picture.,Kimberley Hartway,82fe28f0-e29c-4a5d-a16e-38a8e80813f2,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,663,3,Graphics & Gameplay,RV AppStudios,Educational,Everyone,False
2862,"Two things as a former educational games QA 1. Make the back button press and hold for 1 second as the toddler hand touches it quiet fequently while drawing taking them back to menu. 2. In color fill when we go in it should automatically select 1st color pen, once first color is filled, it should automatically select second color pen and so on Lastly add feedback form in parents tab,since you guys are doing it for free without any ads or promotion, u guys deserve free design ideas too.",madhava kanth,2ad4a9bc-8d3e-4617-a1fb-368e51749a72,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,2045,0,Payment and Ads,RV AppStudios,Educational,Everyone,False
2864,"I love it, my 17 month old granddaughter enjoys too, It is very easy learning colorful game,🥰😁",Freshco Tech,c72f019e-c432-450c-9898-9b21f07706b6,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,147,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
2867,"Best kids games by RV studios. Nice art style, educational, highly customizable and no annoying adds or paywalls. Don't understand why this doesn't get all 5 star ratings. To the developer: Listened to your message about donations, and I applaud your determination to keep this absolutely free, but I still hope you will add a small button hidden in the settings menu with at least a $1 in-app donation purchase. I am sure the extra cash flow would be wisely spend to give your goal a huge boost",Artie K,27426f92-e497-4d1a-942f-27d3bd6d7ec3,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,1299,3,Graphics & Gameplay,RV AppStudios,Educational,Everyone,False
2875,"Very helpful for kids to learn draw without ads (this is the best part!), hope you guys get full rewards with other different type of kindness.",Harry Agustiana,6c942951-9475-4d4d-bc3d-f6fb32287599,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,237,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
2885,Wont let my grandson play the game keep asking to complete help tutorial first but its not on screen.,Yana Mubanga,1104de68-70d5-4f8e-addb-c3689a177ba3,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,1,157,2,Issues Concerns,RV AppStudios,Educational,Everyone,False
2898,"🖍️ This cute painting game has lots of images, and children are free to color; however, they want. 🎨 For this update, we fixed a few bugs, addressed issues reported by parents, and made some behind-the-scenes performance improvements. 🤩 It's completely FREE, with no third-party ads or in-app purchases. 🎯",Rakesh Suvo,79aac2dc-c679-466e-84f5-6d26c21512da,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,1771,0,Payment and Ads,RV AppStudios,Educational,Everyone,False
2903,Won't go past the intro video. Unable to play anything. Uninstalled,Lew,6d57e88a-c676-4e84-8e87-21b9135d91b2,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,1,243,2,Issues Concerns,RV AppStudios,Educational,Everyone,False
2912,"This is very cute and beautiful game this is creat for the children and the young man play the game so I think not problem but one problem in this game is not realistic so I request the owner of this game he increase the realistic colur ,realistic paper and realistic drawing. So this game deserve 4/5 Thank you.",Jahan Aara,d0b03de5-9eb0-4f09-b719-9888b875e5c4,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,4,377,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
2917,"I'm giving this a lower rating because of the video they make you watch Everytime you open the app. It's explains the story of why the app was created. Ok fine, I don't mind watching it when I install the app or the other apps made by the company. Having to watch it Everytime you open the app is annoying and frustrating. The video is 5+ minutes long. Other than that it's good and we like it. Watching the video once is enough though.",Melissa Coxen,03470c39-5580-46e4-a7e7-5b0395730da8,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,3,1876,3,Graphics & Gameplay,RV AppStudios,Educational,Everyone,False
2927,It keeps hanging up mid game which is frustrating for my toddler. Using on the s9 ultra tab.,Faraz Ali,44619e16-d81a-4a00-a595-7542e3102fe2,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,1,149,2,Issues Concerns,RV AppStudios,Educational,Everyone,False
2931,"So great this app. No ads , multiple activities . It's really hard to find apps with no ads for kids, but Lucas and Friends I always will choose. My kids can even use it outside there's no problem with offline. So great! THANK YOU!!",Alesia Fasano,e55a047d-4aa8-448e-9af9-9f70bcfddc16,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,1690,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
2935,This is best game my child is not eating food because she wants to play this game so from my side it,Kkhan Shaik,3db95411-3752-4663-82b6-3830dc4ae762,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,110,3,Graphics & Gameplay,RV AppStudios,Educational,Everyone,False
2944,Can't get past the tutorial although I we watched it several times. Deleting!,Erica Campbell,c2ac1427-6983-4e47-88a7-0cb61d997ba1,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,1,151,3,Graphics & Gameplay,RV AppStudios,Educational,Everyone,False
2957,Our kid is very sensitive to colors and this is her favourite game since she was 2 years old. Thank you for your dedicated work,Lyudmil Borisov,1f99039c-531f-4095-9d7e-1a7bd40dec55,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,273,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
2965,"Every device I've downloaded this for my toddler on, it's unusable. Either I open the app only to immediately have it close for no reason, or we get to the home screen and it goes dark and you can't select anything. I have cleared the data, cleared the cache, restarted the devices, and uninstalled and reinstalled and nothing works. Not worth the headache anymore which sucks because it's my 3 year Olds favorite coloring app.",Rickie Jensen,14e1a3c1-df0e-4bc1-bffd-72c55dcdfa1d,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,1,1718,2,Issues Concerns,RV AppStudios,Educational,Everyone,False
2968,App was working just fine until recently.. I opened the app and it's so dark we can hardly see anything.. Turned the brightness up on phone and still nothing happens.. Opened a different app to see if we had the same problem but there was no problem at all.. It's just this app that's messed up.. I saw another review with the same issue and developer says it a memory issue.. LIES.! I have plenty of space on my device.. Your app is messed up..,Shannon Jacobs (BlaccDiamond),282d825f-1c33-4f3e-80fd-2837704a59fa,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,1,298,2,Issues Concerns,RV AppStudios,Educational,Everyone,False
2970,I love the app and so does my 2 almost three year old. But I'm having a problem putting the coloring modes onto the main screen 😭. I go into the settin to try and put them back on and they still won't turn back on. Please help what do I do because my toddler tells me he is sad cause the coloring 'games' have disappeared 😭 TYIA - A Sad But Hopefull Momma and Her Toddler,Morgan Preston,a7bd88b9-357b-4df3-8079-08aaeae8cded,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,4,1185,2,Issues Concerns,RV AppStudios,Educational,Everyone,False
2985,"I like this app it doesn't contains ad and it also help kids learn new colours it's the best app even you can draw and we can play this game when there is no electricity which is a good thing and if we colour nicely we get balloon's ,gifts, 🎁 we can put stamp and we can get stickers also. It is also free and it has many other features so I can rate it 5 out of 5 without having doubt about this game.",Tika Timsina,1a32818c-467e-4d7f-99ca-a97e613b3372,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,2619,3,Graphics & Gameplay,RV AppStudios,Educational,Everyone,False
2999,"Well is like to give an actual review of the app but can't. As soon as I downloaded the app and opened it rh screen went darker and it will not allow me to click anythinf at all. I've tried over and over to close the app, reopen it, shut the phone down and open it up to no avail.",Ali Rose,c5e14ee7-d326-4163-ae21-93339af04e5e,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,1,1866,2,Issues Concerns,RV AppStudios,Educational,Everyone,False
3002,"it's ad free and you don't have to spend money on it and i like it because im still a student. i like the fact that the buttons make a squishy toy sound effect when you click them and i like the fact that i can pop the balloons, i like that it told me that i did a ""good job"" after I finished my first art that i colored with cute animals beside it. this game cheers me up because it makes me feel like an actual child who doesn't have to worry about money to enjoy. ◠‿◠ ♡ thank you for making this.",Chanelle,7ccabb9f-0261-4f1d-bc0e-f5663459308a,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,356,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
3005,I really like the game but it would be more fun if when you're in free drawing mode you could make a very thin line but still great 😃👍 job keep it up ⭐⭐⭐⭐⭐,Adobea_Awuku_Ohenewah Appiah,b1b831d0-de10-458e-aab3-5172ec4f94d0,Coloring Games: Color & Paint,com.rvappstudios.kids.coloring.book.color.painting,5,162,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
3030,"Absolutely love this app. It's nice to find an app that is truly free to help kids learn plus it's fun. My only wish is that they would get the racing up and running!! If all the functions were working it would be more than 5 stars! Can I suggest allowing parents and teachers to set learning goals and provide a way for them to reward students with in-game content for meeting those goals. For example, when student finish an assignment successfully with a certain % it could give an house item.",Kirsten VanValkenburg,76d465bf-cb16-43b5-8d68-feef66b4daba,Boddle,com.boddle.learning,5,124,1,Praise and Comparisons,Boddle,Educational,Everyone,False
3098,I love this app to help kids learn math and little games to make math more fun I recamend.,Jennifer Cleaves,73baaccc-2f45-4b24-868f-5989d785e9d4,Boddle,com.boddle.learning,5,188,1,Praise and Comparisons,Boddle,Educational,Everyone,False
3107,I love this game because i get to battle people and it is just fun!!!,Miley Banks,6c1956d1-49bd-4cb6-8b24-c4cee7c4845f,Boddle,com.boddle.learning,1,103,3,Graphics & Gameplay,Boddle,Educational,Everyone,False
3117,"I would have originally given this five stars, but now it's gotten to the point after the new update that my daughter can't even play anymore. It won't go past the student account page to load the actual game. My poor daughter is so frustrated. She did all that, and now she feels like she has to make a new profile But I don't think she should waste her time. I even bought in game bucks For her to spend. What a waste. Edit: Thanks for fixing things quickly! Amazing and great service 👍",Alicia Roberts,9e64f53d-a0b8-4d87-939c-4bdab9ec05ad,Boddle,com.boddle.learning,5,413,2,Issues Concerns,Boddle,Educational,Everyone,False
3145,So fun That I'm playing it everday,jimmy richards,5e0970da-47fb-4c33-a8e8-98cfc9d12759,Boddle,com.boddle.learning,5,108,1,Praise and Comparisons,Boddle,Educational,Everyone,False
3146,This tought my son so many new things an helped him with learning and he had fun learning and he love the cartoon art style and he's been playing it nonstop for hours studying I would definitely recommend it to the public.my son is breezing through tests now and it's all because of boddle he loves it because he can play with his friends even if he's sick.😄,Nicole Skiver,d3b1d03d-c5b0-4e1d-b834-f09df51999ef,Boddle,com.boddle.learning,5,168,1,Praise and Comparisons,Boddle,Educational,Everyone,False
3149,"Nothing wrong with my phone or internet, yet after going to the trouble of making an account, my child was never ever to get past the loading screen. We waited 10 minutes with it flipping back and forth from 99 to 100%. Never got to play.",B B,de5dc591-e6ae-4d78-8e0e-b61a836eed69,Boddle,com.boddle.learning,1,108,2,Issues Concerns,Boddle,Educational,Everyone,False
3162,"So, I absolutely love this game 👍👍I play it at school and home🏠 I love how carttony it is!!!! There is only one issue. When I try loading in at home it gets stuck and it studders between 99 and 100 percent. I try reloading it but It will still barley work. Sometimes it works but sometimes it does not. Otherwise REALLY REALLY GOOD 🎮👍👍 I totally recommend If you have trouble with math or reading.",Kyle Pinnick,762e38cb-d7ba-49a5-b2e8-5bbcf36d146b,Boddle,com.boddle.learning,5,289,2,Issues Concerns,Boddle,Educational,Everyone,False
3218,On my phone all rv studio games are mute can you plz help me,yasmin parveen,85b6d9b4-8569-470c-b88b-b7d0af6b92be,Kids Toddler & Preschool Games,com.rvappstudios.toddler.preschool.kids.learning.games,1,229,2,Issues Concerns,RV AppStudios,Educational,Everyone,False
3219,the repetition is awsome my children have learned alot age 2 and 4 yrs so inclusive for both no annoying adverts so they have uninterrupted play.,Kye Kandi,ab53047d-9334-4d25-8cb5-a3b81f4373f8,Kids Toddler & Preschool Games,com.rvappstudios.toddler.preschool.kids.learning.games,5,111,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
3224,"This is absolutely the BEST app for my toddler! There are no ads which is huge because most other apps have ads between games or an ad somewhere on the screen that my kid always ends up clicking on my accident. My son loves the games, it's fun and educational and after two weeks he is not bored with it which is huge! I downloaded the app similar to this for older kids for when he gets farther along. The screen gets stuck sometimes but it's an easy fix to exit the game and start again.",Tiffany Sandstrom,9e0b5a1f-7b1d-417d-9761-e1bbdc392d26,Kids Toddler & Preschool Games,com.rvappstudios.toddler.preschool.kids.learning.games,5,483,2,Issues Concerns,RV AppStudios,Educational,Everyone,False
3237,"Very helpful app for little kids. App's games are so wisely created that kids can use the app on thier own, without getting stuck. Kids learn a lot.",Raj Kumar Singh,f945b54b-8c72-49c5-8fc6-097e04515f6a,Kids Toddler & Preschool Games,com.rvappstudios.toddler.preschool.kids.learning.games,5,188,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
3238,I absolutely love the app my daughter is well she is progressed and learn so much! It has exceeded my expectations! Not to mention it's free and add furry it's a great educational for toddlers. It has hours and hours of fun With exciting Gifts has they learn.thank you,TerrieAnn Wells,8f98cdf2-0923-4fce-ac46-22b41318f681,Kids Toddler & Preschool Games,com.rvappstudios.toddler.preschool.kids.learning.games,5,385,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
3245,Didn't subscribe fake input. Just what l said,Lynette,22cb3cce-68ce-4a38-8b65-6a3d79b6bfd4,Kids Toddler & Preschool Games,com.rvappstudios.toddler.preschool.kids.learning.games,1,360,0,Payment and Ads,RV AppStudios,Educational,Everyone,False
3248,This game ia so good I love this game✌👍🤘for baby😘😘😘😘😍😍😍😇😎 By,Mithu Ustad,1ceca6ad-a8bd-4057-b3a3-1bb623c312d1,Kids Toddler & Preschool Games,com.rvappstudios.toddler.preschool.kids.learning.games,5,107,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
3255,Great game for my toddler. No pop up ads. Great for motor skills development.,Heather Meister,22e981e4-4e69-4ca6-a4d8-5f21691caa2d,Kids Toddler & Preschool Games,com.rvappstudios.toddler.preschool.kids.learning.games,5,263,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
3260,good things for kids,Abdul Rehman,994abb4e-8201-4e6c-bce6-38282d6f3be9,Kids Toddler & Preschool Games,com.rvappstudios.toddler.preschool.kids.learning.games,3,101,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
3264,My 3 year old loves it!,Darryl Kleinke (Darkform75),c1a5603c-a0d3-4f78-a48c-1e45d2ad14cb,Kids Toddler & Preschool Games,com.rvappstudios.toddler.preschool.kids.learning.games,5,109,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
3266,This Is A New Beautiful Learning And Educational And Colouring Pictures Beautiful App And Children Enjoy The Different Games And Colouring In Beautiful Pictures Very Much This Beautiful App Does Deserve 5 Stars👍👍⭐⭐⭐⭐⭐👍👍♥️♥️ For All The Hard Work And Time Making This Beautiful Learning Educational And Beautiful Colouring In Pictures Thank You So Much For Sharing Your Beautiful New App @ RV App Studios 👍👍⭐⭐⭐⭐⭐👍👍♥️♥️,Annie Hyams,263cecda-6601-4eff-a68c-563d16248af9,Kids Toddler & Preschool Games,com.rvappstudios.toddler.preschool.kids.learning.games,5,600,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
3270,excellent way of learning for children!!!,Tanzeem Shaikh,8389abb5-ca78-4369-83a9-6f04bb0bb6fd,Kids Toddler & Preschool Games,com.rvappstudios.toddler.preschool.kids.learning.games,5,400,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
3274,"I love how I can choose the modes that I want available for my [almost] 2 year told to play. She really enjoys it and can manage pretty much on her own. And the different languages available is great, as I was able to share with many of my mommy friends who speak Spanish.",Maiya K,b38c1a74-dab9-4a81-8094-a268ff518d6a,Kids Toddler & Preschool Games,com.rvappstudios.toddler.preschool.kids.learning.games,5,1275,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
3277,this is best apps ever. developer and the apps owner really aware about our children's future. thanks you so much for this 100% free apps. I appreciate 🙏🙏. -Dhurba Parajuli From: Nepal,Dhurba Parajuli,09a81bbe-03dd-4952-9f1a-afca75a757f2,Kids Toddler & Preschool Games,com.rvappstudios.toddler.preschool.kids.learning.games,5,660,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
3279,Please add Urdu language,Amjid Ali,4b28ee93-6c8a-44a5-836b-f83d2fccae2f,Kids Toddler & Preschool Games,com.rvappstudios.toddler.preschool.kids.learning.games,5,106,3,Graphics & Gameplay,RV AppStudios,Educational,Everyone,False
3282,Very good happy 😊 bachhe,Shams parween Shama parween,af98e536-930e-4e24-8706-e5e3b898787b,Kids Toddler & Preschool Games,com.rvappstudios.toddler.preschool.kids.learning.games,4,125,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
3283,Nice and helpful app for my kids and thank you by heart to the developers.,fatima shabbir,1bdf1d50-7f4c-4179-91b4-d14b1c0827e7,Kids Toddler & Preschool Games,com.rvappstudios.toddler.preschool.kids.learning.games,5,460,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
3284,childs mood is very good improve ment,Samima Rasool,0058879d-2776-41f7-bfb7-e751935768ed,Kids Toddler & Preschool Games,com.rvappstudios.toddler.preschool.kids.learning.games,5,331,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
3286,these is vely. Good,MD Akram Khan MD Akram Khan,51580b6c-bd86-447f-92fe-f7ed5a4e23ab,Kids Toddler & Preschool Games,com.rvappstudios.toddler.preschool.kids.learning.games,5,319,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
3289,free best app ever. don't think twice about this app. there builder give the best,K Drama,a95b20b0-13a4-4a8b-8a12-947cbd836ea9,Kids Toddler & Preschool Games,com.rvappstudios.toddler.preschool.kids.learning.games,5,539,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
4567,"Grinding? Really? I liked this app for my toddler, and we’ve had it for years. There's a song called ""Johnny Johnny Yes Papa"" that's questionable and creepy, but a recent update added grinding dance moves that I just can't tolerate. Sorry, but that's not appropriate for children of any age. What exactly are you trying to groom these children for?",Deidre Payne,75ab5f05-4b8e-4047-8457-7467f5dffb10,Baby Games: Piano & Baby Phone,com.rvappstudios.baby.games.piano.phone.kids,1,252,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
4569,"Thank you so much for this App. It's really exciting for my little one, lots to keep him entertained. I'm absolutley blown away by the fact it's ad free and that it needs an adult to exit games so you won't find that your child has somehow managed to close the app and start making calls. I would definitely recommend it to anyone with young children.",Chloe Bewley,99c7a3f2-aeac-445d-ab24-bc202551d03f,Baby Games: Piano & Baby Phone,com.rvappstudios.baby.games.piano.phone.kids,5,235,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
4573,"All the apps are awsome, my 2.5 year daughter is very brilliant and this app made her more and more active and genius day by day. I am specifically allowing mobile to her for some time to learn from this apps. Its very useful and she playing all the levels very well. Most important thing is the app is ad free so she enjoying a lot the uninterrupted fun. Thank you very much for the wonderful app and all the best for the future.",Kumkumlaxmi Rao,e57731c0-b15f-4c3a-8daf-9ecb4fa19c1e,Baby Games: Piano & Baby Phone,com.rvappstudios.baby.games.piano.phone.kids,5,142,1,Praise and Comparisons,RV AppStudios,Educational,Everyone,False
